Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
67,85,0.5053,1804,3707,0.3175,0.636475,"TAF1L ALDH1B1 GALT BAG1 TPM2 OR13J1 DNAJB5 C9orf131 MPDZ PIGO SHB SPAG8 GNE GLIPR2 MSMP ANKRD18A NPR2 ARHGEF39 HINT2 RUSC2 ZBTB5 B4GALT1 DDX58 AQP7 TOMM5 TMEM215 CREB3 FAM219A CCL21 CNTFR DNAI1 FRMPD1 IFNA21 IFNK IFNW1 RNF38 GRHPR RECK ACO1 CCDC107 CCIN CCL19 CNTNAP3B FAM166B FAM205A FAM221B GBA2 HRCT1 IGFBPL1 KIF24 LRRC19 NFX1 TMEM8B UNC13B KIAA1045 UBAP2 DNAJA1 FAM214B CNTNAP3 PRSS3 SIT1 CA9 ENHO CD72 TRMT10B IFNA7 IFNA4 SIGMAR1 FBXO10 TEK STOML2 DCAF10 TESK1 SPINK4 ARID3C PAX5 IL11RA APTX C9orf24 MELK OR2S2 RCL1 CCL27 NUDT2 SPATA31A7"
68,5,0.5359,5.359,313.8,0.01628,0.996692,"NPPB ZNF561 NKX6-2 EBF3 IGFBP2"
69,36,0.4313,271.7,1511,0.1465,1.00000,"EPHA6 MINA CLDND1 SENP7 OR5K3 TBC1D23 OR5K4 ARL6 ARL13B DZIP3 IMPG2 NXPE3 ZPLD1 DCBLD2 CD200R1 GPR15 IFT57 ST3GAL6 OR5K1 OR5H15 COL8A1 PROS1 OR5H2 TMEM45A ALCAM PCNP OR5AC2 FILIP1L BTLA CDV3 OR5H1 GPR128 STX19 BBX NSUN3 LNP1"
70,93,0.4515,1932,4142,0.3086,0.900721,"TIAM1 KRTAP13-1 DNAJC28 ADAMTS1 KCNE1 KRTAP19-5 RIPPLY3 OR4K15 SIM2 OLIG1 KRTAP20-2 TFF3 KRTAP11-1 TMPRSS3 KRTAP23-1 JAM2 KRTAP8-1 CYYR1 KRTAP22-1 KRTAP27-1 C21orf91 HLCS TMPRSS15 CLDN14 C21orf140 LCA5L RWDD2B KCNJ6 C21orf62 KRTAP13-3 RCAN1 SETD4 HUNK IFNAR1 TCP10L KRTAP24-1 POTED RSPH1 TFF1 IL10RB RIPK4 B3GALT5 CHODL DSCAM ITSN1 KCNE2 KRTAP19-1 KRTAP19-2 KRTAP19-3 KRTAP19-4 KRTAP19-6 KRTAP19-7 KRTAP19-8 KRTAP20-1 KRTAP21-3 KRTAP26-1 KRTAP6-2 LTN1 NCAM2 SYNJ1 UBASH3A UMODL1 CBS MX2 KRTAP15-1 KRTAP22-2 NRIP1 RBM11 TMEM50B IFNAR2 GRIK1 USP16 IFNGR2 MRAP SMIM11 PDE9A CBR1 MORC3 MAP3K7CL ERG LIPI IGSF5 SLC37A1 BRWD1 KRTAP13-4 BTG3 CRYZL1 SAMSN1 KRTAP20-3 CLDN8 CLDN17 KRTAP6-1 KRTAP13-2"
71,7,0.5293,11.12,156.1,0.06134,0.999299,"USP17L13 FAM90A1 USP17L12 USP17L10 HDAC3 USP17L5 TBL1XR1"
72,11,0.5148,28.31,359.3,0.06912,0.999969,"NUP153 NUP37 NUP43 EPRS SDE2 SRP9 AHCTF1 NUP133 NUP160 URB2 IARS2"
73,16,0.5038,60.46,1306,0.04324,0.999999,"RHO C3orf27 MAATS1 SIDT1 ARGFX CLDND1 OR5K3 TAGLN3 DRD3 EFCAB12 LSAMP TMPRSS7 C3orf52 KIAA1257 C3orf36 LNP1"
74,7,0.5004,10.51,493.4,0.02029,0.999299,"NOXRED1 SYNE2 ZC2HC1C NRXN3 TTC9 EML5 C14orf37"
75,38,0.5024,353.2,2499,0.1206,1.00000,"TNNC1 NCKIPSD LSMEM2 C3orf18 CACNA2D2 FAM107A DNAH1 PHF7 IQCF1 NT5DC2 ABHD14A CAMKV COL7A1 GLYCTK GNAT1 IQCF3 ITIH3 MUSTN1 MYL3 NISCH PCBP4 PFKFB4 SEMA3G TLR9 TMEM110 USP19 CAMP CCDC71 ITIH4 KLHDC8B CISH IQCF5 APEH STAB1 TUSC2 IQCF2 FAM212A GLT8D1"
76,21,0.6558,137.7,818.0,0.1380,1.00000,"PRSS55 DEFB136 DEFB104A USP17L2 USP17L13 DEFB134 DEFB103B FAM90A1 DEFB105A DEFB106A DEFB4A PRR23D2 SPAG11B GATA4 SLC35G5 DEFB4B DEFB107B SOX7 XKR6 ZNF705B DEFB108B"
77,6,0.5178,7.768,70.00,0.08653,0.998474,"CDK6 CCND1 CDK4 AMBRA1 CCND3 CCND2"
78,7,0.7622,16.01,266.2,0.05404,0.999299,"CEP83 CASP2 CRADD FOPNL ANKRD26 CNTROB PIDD1"
79,7,0.5263,11.05,169.1,0.05692,0.999299,"TMOD3 FLII XPO6 DIAPH3 DIAPH1 SRF PFN1"
80,67,0.4167,921.4,3504,0.2021,1.00000,"SNX27 RIIAD1 CGN LIX1L LYSMD1 MTMR11 TCHH TMOD4 ITGA10 CTSK HIST2H3A PRUNE S100A10 SELENBP1 PEX11B HIST2H2AB HYDIN NUDT4 PIAS3 HAX1 S100A12 ACP6 ANKRD35 ANP32E ANXA9 BNIPL CD1C CDC42SE1 CHD1L CIART CRNN CTSS DCST1 FAM63A FLG2 FMO5 GJA5 GOLPH3L HFE2 HIST2H2BE HIST2H4B HRNR LCE6A MLLT11 NUDT17 OTUD7B PRKAB2 RFX5 S100A2 SV2A TDRKH TNFAIP8L2 ZNF687 CA14 FAM72B ADAMTSL4 C1orf54 ECM1 GABPB2 RORC S100A1 ANKRD34A TCHHL1 C1orf56 SCNM1 NOTCH2NL LCE3E"
81,6,0.5491,8.237,344.2,0.02260,0.998474,"KLHL31 PXK RXFP1 TPCN1 PATE1 CHRFAM7A"
82,41,0.4675,383.4,2631,0.1238,1.00000,"C16orf45 GPRC5B TMC7 HS3ST2 CHP2 MYH11 DNAH3 METTL9 USP31 ZP2 C16orf62 GPR139 KIAA0430 PDZD9 ABCC6 ACSM3 BFAR ERN2 IQCK LYRM1 NOMO1 NPIPA5 PKD1 PRKCB SBK1 SHISA9 SLC5A11 YPEL3 IGSF6 TMC5 OTOA ANKS4B SCNN1B SYT17 ACSM2A GRIN2A LAT TMEM159 XYLT1 MPV17L ZKSCAN2"
83,19,0.5021,85.86,1294,0.06058,1.00000,"WHSC1 S100P ZFYVE28 MFSD10 TMEM175 SH3BP2 NAT8L POLN TMEM129 MXD4 ADD1 MRFAP1 DGKQ MRFAP1L1 GRK4 LRPAP1 DOK7 ZNF141 FBXL5"
84,4,0.5899,3.540,165.1,0.02004,0.992931,"TMEM57 MUC4 STOM LPAR3"
85,18,0.5073,77.62,1362,0.05259,1.00000,"KDF1 PEF1 FAM76A S100PBP BSDC1 DCDC2B FNDC5 RSRP1 CCDC28B TMEM234 HPCA NKAIN1 TSSK3 EXTL1 LCK SPOCD1 TMEM39B FAM46B"
86,4,0.5047,3.028,118.4,0.02339,0.992931,"ELF3 AMIGO2 KISS1 TNKS"
87,6,0.5095,7.642,419.6,0.01740,0.998474,"MDH1 ARSK TRPC4 AKAP11 POSTN DDX4"
88,17,0.5064,68.87,924.9,0.06701,1.00000,"CLIP1 DIABLO PITPNM2 WDR66 CAMKK2 HIP1R HPD P2RX7 TMEM120B ACADS C12orf43 SIRT4 IL31 PSMD9 RNF34 SRRM4 UNC119B"
89,5,0.7986,7.986,65.57,0.09558,0.996692,"TSC2 NPRL2 DEPDC5 TSC1 PTEN"
90,49,0.5229,614.9,2169,0.2133,1.00000,"UNC5D ANK1 HTRA4 ERLIN2 RNF5 RNF122 TACC1 ADAM2 ADAM32 KCNU1 IDO1 DDHD2 POMK PPAPDC1B FUT10 ADRB3 RNF170 PLAT POLB C8orf4 AP3M2 SLC20A2 GOT1L1 ADAM9 LETM2 CHRNA6 ADAM18 PROSC SFRP1 STAR VDAC3 ZMAT4 BAG4 CHRNB3 DKK4 DUSP26 EIF4EBP1 EXTL3 FGFR1 GPR124 HGSNAT HOOK3 IKBKB LSM1 NKX6-3 SMIM19 TEX15 KAT6A TM2D2"
91,32,0.5041,250.0,2082,0.1044,1.00000,"CARD11 AP5Z1 MMD2 SCIN GRID2IP RNF216 AGR3 AMZ1 ANKRD61 CYP2W1 CYTH3 DAGLB GNA12 IQCE MICALL2 PRKAR1B TMEM184A TMEM196 TTYH3 WIPI2 GPR146 OCM RSPH10B2 KDELR2 AIMP2 FAM220A GPER1 RADIL SLC29A4 RBAK SNX8 MAD1L1"
92,13,0.5021,39.17,851.4,0.04273,0.999993,"FPR3 ZNF880 ZNF649 ZNF432 ZNF841 ZNF610 VN1R4 ZNF766 ZNF616 ZNF665 SIGLEC8 SIGLEC5 ZNF816"
93,42,0.4406,379.3,2567,0.1252,1.00000,"FAHD2A VWA3B ACOXL C2orf49 FAM178B IL37 TXNDC9 RFX8 FBLN7 IL1RL1 LMAN2L SEMA4C TBC1D8 AFF3 ANKRD23 MITD1 KCNIP3 GPR45 KIAA1211L TEKT4 CNGA3 ST6GAL2 TMEM177 ANKRD39 ASTL C2orf15 CCDC138 CNNM4 IL18RAP ITPRIPL1 MGAT4A NMS SULT1C2 TSGA10 PROM2 ACTR1B LYG1 PDCL3 CYP27C1 SULT1C3 TRIM43 MAP3K19"
94,6,0.5024,7.536,207.2,0.03324,0.998474,"CTNNA2 PAPOLG C7orf34 USP34 PIGF LRRTM1"
95,5,0.5814,5.814,318.2,0.01741,0.996692,"TMEM254 RBP1 LRRC58 OPRM1 CHPT1"
96,32,0.4737,235.0,1583,0.1248,1.00000,"SLC45A3 FAIM3 CACNA1S HSD11B1 PM20D1 SLC26A9 MFSD4 IL19 AVPR1B CR2 KCNH1 PIK3C2B TNNI1 TMEM81 LRRN2 C4BPB CDK18 DSTYK LAX1 NFASC RNPEP YOD1 REN C1orf186 CNTN2 EIF2D IGFN1 IKBKE ATP2B4 RAB29 KLHDC8A PFKFB2"
97,31,0.5035,234.1,1353,0.1420,1.00000,"KIAA1456 PRSS55 DEFB136 CTSB DEFB104A USP17L2 FAM167A NEIL2 DEFB134 MYOM2 DEFB103B FAM90A1 DEFB105A DEFB106A DEFB4A PDGFRL PRR23D2 SPAG11B BLK GATA4 SLC35G5 RP1L1 C8orf74 CLDN23 DEFB4B DEFB107B SOX7 PPP1R3B XKR6 ZNF705B DEFB108B"
98,6,0.5130,7.696,400.7,0.01831,0.998474,"LHX5 BBS12 C5orf52 RPH3A SV2C HVCN1"
99,14,0.5020,45.68,340.0,0.1104,0.999996,"MAP4K4 TAOK1 PKN2 PDCD10 RNF146 PLXNA1 RAP2B AMOTL2 LATS2 NF2 TEAD1 DLG5 KIRREL WWTR1"
100,5,0.5057,5.057,300.3,0.01604,0.996692,"CALHM2 HELB HAS1 NRIP2 BTAF1"
101,6,0.5057,7.585,335.7,0.02135,0.998474,"NAP1L5 TRAM1L1 TACR3 CCSER1 THEGL KIAA0020"
102,31,0.5005,232.7,2035,0.09990,1.00000,"TMEM150A TRABD2A TGOLN2 DOK1 EGR4 M1AP PUS10 RETSAT SEMA4F SFTPB SH2D6 WDR54 NAT8 TEX37 ELMOD3 CAPG PRADC1 GNLY VAMP8 ARHGAP25 C2orf68 ST3GAL5 REEP1 WBP1 PLGLB2 C2orf78 SLC9B1 THNSL2 EXOC6B GGCX KRCC1"
103,5,0.5505,5.505,84.68,0.05495,0.996692,"FLII DIAPH1 CAPZB SRF PFN1"
104,42,0.4868,419.1,2278,0.1507,1.00000,"POM121C CLDN3 TYW1 CLIP2 KCTD7 TBL2 SSC4D POM121 ABHD11 ASL BAZ1B FKBP6 FZD9 GATS GTF2IRD2 GUSB MLXIPL NSUN5 TRIM50 WBSCR17 ZP3 LAT2 PMS2 GTF2IRD1 VKORC1L1 VPS37D ZNF679 TMEM248 ELN TPST1 RABGEF1 SPDYE2 ERV3-1 SPDYE1 TYW1B ZNF736 TRIM73 CCL26 ZNF273 ZNF479 ZNF727P ZNF138"
105,50,0.5012,614.0,3339,0.1515,1.00000,"LACRT KRT5 INHBE METTL7B PPP1R1A ANKRD33 KRT77 SOAT2 ASIC1 VDR BIN2 DHH KRT83 BCDIN3D CSAD TMPRSS12 C12orf10 ATF1 DIP2B NR4A1 SLC4A8 SMAGP LETMD1 GRASP KRT86 CSRNP2 POU6F1 IKZF4 KRT6B KRT78 KRT79 KRT82 METTL7A OR6C3 KRT84 GALNT6 KRT3 CELA1 LALBA ASB8 SPRYD3 OR10AD1 SP7 DAZAP2 FAM186A KRT4 KRT74 KRT1 LIMA1 LARP4"
106,20,0.5008,95.14,1513,0.05771,1.00000,"ACOXL MGAT5 AMER3 FAM178B MAP4K4 FBLN7 TBC1D8 PTPN4 SLC35F5 LYPD1 GPR45 TMEM177 C2orf15 IL1F10 MARCO SCTR BIN1 MYO7B ZAP70 MAP3K19"
107,5,0.5447,5.447,307.6,0.01686,0.996692,"ADAMTS9 MGAT4C GLDN TNIK ZDHHC16"
108,6,0.5057,7.586,152.7,0.04404,0.998474,"CCL3L3 CCL3 TBC1D3B TBC1D3F CCL4L2 SRP14"
109,34,0.5020,281.6,2482,0.09947,1.00000,"CCDC9 CGB2 PGLYRP1 SYNGR4 FUT1 GRIN2D TMEM160 FLT3LG CA11 SLC8A2 NPAS1 FAM83E MEIS3 TMEM143 ELSPBP1 CCDC61 NTN5 CYTH2 KPTN TPRX1 PNMAL2 CARD8 CCDC114 NANOS2 FKRP MYPOP SPACA4 C5AR1 NTF4 SULT2A1 SULT2B1 PTGIR CRX DACT3"
110,55,0.4192,622.5,1717,0.2541,0.999994,"HARBI1 SLC39A13 SYT13 BDNF ALKBH3 ALX4 OR4X2 PRR5L SLC1A2 CHST1 LDLRAD3 LRRC4C ZNF408 C11orf49 CAT CHRM4 DGKZ ELF5 FJX1 MDK PAMR1 PDHX QSER1 TP53I11 KBTBD4 ACCS ACCSL ATG13 CD82 COMMD9 CRY2 EHF F2 GYLTL1B MADD MAPK8IP1 MYBPC3 OR4B1 PRDM11 RAPSN TTC17 ARFGAP2 CREB3L1 FBXO3 LRP4 OR4C13 OR4X1 PACSIN3 C1QTNF4 DDB2 AGBL2 FNBP4 PTPRJ OR4C3 PHF21A"
111,21,0.5019,105.4,1676,0.05780,1.00000,"PPIB ISLR THAP10 PARP6 DIS3L THSD4 PML SEMA7A HCN4 MEGF11 CD276 CELF6 CORO2B ADAMTS7 C15orf59 CYP1A1 SCAMP2 SKOR1 GRAMD2 GOLGA6D SENP8"
112,6,0.5037,7.555,139.0,0.04766,0.998474,"EIF3L EIF3K LSM12 SRSF10 CNOT10 CNOT11"
113,47,0.5005,541.1,3039,0.1473,1.00000,"ADNP ADA LBP CPNE1 PI3 RBPJL SLC13A3 OCSTAMP SPATA25 WFDC3 SLC12A5 PABPC1L SLC35C2 ZSWIM1 MMP9 BPI WFDC8 EPPIN FAM65C PIGT R3HDML SDC4 SERINC3 WISP2 WFDC2 TNNC2 GHRH CDH22 CNBD2 EPB41L1 PCIF1 PKIG SLC32A1 SLPI SPINT3 SPINT4 WFDC10A WFDC10B WFDC11 YWHAB ZSWIM3 BCAS4 CEBPB TP53TG5 CD40 CTSA WFDC12"
114,5,0.5176,5.176,138.3,0.03371,0.996692,"AAMP SURF6 ZNF574 PSME3 UBA52"
115,4,0.5451,3.270,142.1,0.02132,0.992931,"TDRD5 C19orf35 SMCO4 GALNS"
116,7,0.6162,12.94,139.1,0.07795,0.999299,"NDC1 LMNB1 CNEP1R1 CTDNEP1 TMPO SMPD4 LMNA"
117,6,0.5504,8.256,232.3,0.03269,0.998474,"PLEKHM3 CRYGB SLC11A1 CXCR2 CRYGD CASP10"
118,4,0.5055,3.033,131.3,0.02131,0.992931,"STARD5 TMEM163 GOLGA6L10 PCDHB1"
119,33,0.5049,266.6,2326,0.1003,1.00000,"A4GALT ARHGAP8 ATP5L2 C22orf46 CSDC2 CYB5R3 DESI1 FBLN1 KIAA0930 LMF2 MAPK11 MKL1 PHF21B PKDREJ POLDIP3 SEPT3 SMDT1 SULT4A1 TCF20 TEF TRMU TTLL12 UPK3A WBP2NL ADM2 SYCE3 MEI1 CPT1B MIOX EFCAB6 ACR CRELD2 SCUBE1"
120,24,0.5014,138.4,1819,0.06901,1.00000,"OPN4 PAPSS2 PPP1R3C LDB3 FBXL15 CYP17A1 SNCG ACTA2 ENTPD7 ELOVL3 ANKRD22 CYP26A1 DNMBP MMRN2 MORN4 PITX3 PSD RNLS SEMA4G SFXN2 FFAR4 CCNJ SLC16A12 TMEM180"
121,6,0.5141,7.711,441.8,0.01671,0.998474,"AMMECR1L SFT2D1 NPPA IFNLR1 TNFRSF1B NOC2L"
122,18,0.5019,76.79,1498,0.04768,1.00000,"CGB2 FCGRT SHISA7 SYNGR4 TSKS DKKL1 PTOV1 ADM5 GBE1 PPP1R12C PLA2G4C JOSD2 SLC17A7 IZUMO2 SIGLEC5 SULT2B1 GYS1 BRSK1"
123,22,0.5010,115.7,1425,0.07302,1.00000,"GALNT16 JKAMP TMEM229B SLC10A1 ARG2 FBXO34 PPP2R5E SPTB SYNE2 CHURC1 PCNX RHOJ SIPA1L1 ZBTB25 PLEKHD1 VRTN KCNH5 ESR2 PRKCH ADAM20 ADAM21 ZBTB1"
124,6,0.5615,8.422,83.73,0.08087,0.998474,"TXNDC17 KCTD10 CUL3 ARIH1 KEAP1 TXNRD1"
125,4,0.5526,3.316,237.9,0.01330,0.992931,"APOBEC3C C17orf102 PHF23 LGALS9C"
126,34,0.5012,281.2,1973,0.1211,1.00000,"GPR19 C3AR1 CLEC4D CLEC6A LMO3 LRRC23 MFAP5 PZP C1S C12orf57 PIANP GALNT8 CLSTN3 ATN1 KLRG1 ACRBP PTMS PTPN6 AKAP3 APOBEC1 BCL2L14 CD163L1 CD27 CLEC4E FOXJ2 GDF3 GNB3 GPR162 MLF2 PRB4 VAMP1 CLEC4C SLC2A3 NECAP1"
127,5,0.5423,5.423,101.8,0.04628,0.996692,"OR4C11 OR4P4 OR4C15 OR4C16 OR4S2"
128,66,0.5052,1084,3359,0.2369,1.00000,"PMP22 ZSWIM7 RAI1 DHRS7B PEMT SLC47A2 NT5M ADORA2B LLGL1 KCNJ12 ZNF287 ULK2 DRG2 KRT16 TTC19 EVPLL GID4 FOXO3 HS3ST3A1 DNAH9 TRIM16L PLD6 CDRT1 ALDH3A1 CDRT15L2 LRRC48 NDEL1 SMCR8 TNFRSF13B SHMT1 TRPV2 MAPK7 ZNF18 TNFSF13 USP22 MYO15A MIEF2 CENPV TVP23B SLC5A10 RASD1 CDRT15 ALDH3A2 CCDC144A CCDC144NL LRRC75A MFAP4 NCOR1 SLC47A1 TRIM16 TVP23C FAM83G TOM1L2 ZNF624 AKAP10 ALKBH5 FBXW10 B9D1 C17orf51 GRAP MTRNR2L1 PRPSAP2 SPECC1 TBC1D28 TEKT3 UBB"
129,20,0.5115,97.19,1320,0.06670,1.00000,"SOCS4 GNG2 MAPK1IP1L C14orf182 ABCD4 FBXO34 PTGER2 SYNE2 TBPL2 ABHD12B ATL1 C14orf183 GMFB KIAA0586 NIN PELI2 PYGL SIX6 TXNDC16 C14orf37"
130,9,0.5038,18.14,559.4,0.03045,0.999853,"GNA14 PTGS1 CKS2 TJP2 TRPM3 COL15A1 GCNT1 FOXB2 TEX10"
131,15,0.5753,60.40,305.0,0.1528,0.999998,"TPK1 SLC25A19 LIPT2 FDX1 DLST GCSH SDHC OGDH SDHA SDHB SDHD DLD LIAS LIPT1 PDHB"
132,33,0.4767,251.7,2076,0.1051,1.00000,"HTR2A NHLRC3 KCNRG ARL11 CAB39L GPALPP1 SIAH3 LACC1 KATNAL1 AKAP11 RCBTB1 RNF6 KPNA3 POSTN CPB2 SPERT RGCC ENOX1 TRIM13 PRR20A N4BP2L1 SLC25A30 DCLK1 ESD NEK5 DGKH SLC25A15 LCP1 B3GALTL DHRS12 RCBTB2 KIAA0226L KRTAP21-1"
133,30,0.5022,218.4,2045,0.09400,1.00000,"APPL1 FAM107A BSN SLC26A6 PHF7 IQCF1 NT5DC2 LAMB2 COL7A1 FLNB GNAT1 ITIH3 NISCH PFKFB4 TLR9 TMEM110 UBA7 CCDC71 ITIH4 KLHDC8B CISH CCR5 IQCF5 APEH ARHGEF3 GPX1 PRKAR2A FAM212A GLT8D1 TOPAZ1"
134,49,0.5004,588.5,3508,0.1403,1.00000,"STRC SQRDL SERINC4 MAPKBP1 FAM227B SLC24A5 DLL4 EID1 EXD1 LPCAT4 RASGRP1 TYRO3 STARD9 ELL3 TMEM62 BNIP2 MYZAP WDR76 DUOXA1 MAP1A ZNF280D SPINT1 CGNL1 CAPN3 CYP19A1 DUOX1 FBN1 GANC PPP1R14D RPUSD2 FRMD5 PLA2G4D CCNDBP1 TMCO5A ADAL AQP9 BMF CKMT1B DUOXA2 EPB42 GLDN GNB5 JMJD7 PLA2G4F SHC4 USP50 PLA2G4E BCL2L10 C15orf53"
135,9,0.5016,18.06,548.9,0.03087,0.999853,"C5orf24 SLC22A5 P4HA2 ZCCHC10 REEP2 PCDHB3 CDC25C SPATA24 HNRNPA0"
136,18,0.5039,77.09,1109,0.06310,1.00000,"LRRC28 MEF2A RGMA LRRK1 VIMP LYSMD4 PLIN1 ARPIN HAPLN3 PGPEP1L HDDC3 CERS3 ACAN TTC23 AP3S2 PEX11A GDPGP1 IGF1R"
137,75,0.4980,1382,3507,0.2743,0.999943,"SPN ITGAM ARHGAP17 HIRIP3 PYDC1 RABEP2 SEPT1 C16orf92 DOC2A IL21R ATP2A1 ZNF747 MYLPF BOLA2 GDPD3 ITGAX SBK1 SLC5A2 SLX1A SULT1A1 TP53TG3C YPEL3 MVP BCKDK PYCARD TMEM219 MAPK3 VKORC1 APOBR ZNF768 AHSP COX6A2 BCL7C HSD3B7 NPIPB6 ITGAL RNF40 ZNF48 PLA2G10 PRSS8 ZG16 ZNF785 ZNF843 FBXL19 GSG1L IL27 LAT MAZ NFATC2IP ORAI3 SULT1A2 ZNF688 QPRT C16orf93 DCTPP1 TBX6 PHKG2 SEZ6L2 STX1B CLN3 ITGAD KIF22 PRR14 SULT1A4 TAOK2 TRIM72 ZNF764 ZNF771 C16orf54 PRRT2 ZKSCAN2 SH2B1 TGFB1I1 CTF1 ZNF689"
138,5,0.5528,5.528,321.5,0.01640,0.996692,"ATG2B NAT6 NPHS2 DEPDC1B SUSD5"
139,98,0.4769,2267,5684,0.2783,0.999983,"HKR1 GMFG TIMM50 LRFN3 HPN CD22 CLIP3 ZNF569 ZNF382 SCGB2B2 FXYD5 MAP4K1 PAPL RGS9BP LGALS13 CATSPERG NUDT19 FFAR1 U2AF1L4 SLC7A9 FXYD7 ZNF585B CAPNS1 FXYD3 ZNF420 FXYD1 PLEKHG2 ZFP36 ZFP14 ZNF790 FAM187B PRX SDHAF1 APLP1 CEP89 PPP1R14A SPRED3 ZNF567 SYNE4 CHST8 NCCRP1 WDR88 NPHS1 ZNF461 PEPD ZNF527 ZNF568 ZNF540 ZFP30 HCST ZBTB32 WDR62 ZNF571 LGALS14 LGI4 SIRT2 UPK1A ZNF302 GAPDHS LRP3 FAM98C SBSN EID2B GRAMD1A RYR1 ZNF546 WDR87 ZNF607 ZNF536 ETV2 LGALS4 TMEM147 ZNF780B ZNF570 FFAR3 MAG ZNF573 DPF1 ARHGAP33 FFAR2 IGFLR1 NFKBID PLEKHF1 ZNF599 RASGRP4 EID2 KCNK6 SLC7A10 ZNF829 ZFP82 LIN37 ZNF793 KCTD15 ZNF383 DMKN LGALS7B ZNF566 ZNF792"
140,7,0.5106,10.72,492.5,0.02073,0.999299,"ACOX3 CPZ DYRK4 BLOC1S4 HTRA3 PPARGC1A PREP"
141,33,0.5008,264.4,2425,0.09599,1.00000,"AP3M1 CAMK2G CDH23 DNAJB12 DUPD1 DUSP13 GPRIN2 LRRC20 MCU NDST2 OGDHL PBLD PLA2G12B PPP3CB SYNPO2L TBATA TTC18 ZNF503 EIF4EBP2 NPFFR1 USP54 MYOZ1 FUT11 COMTD1 ADK TSPAN14 ANXA7 ZSWIM8 UNC5B ADAMTS14 C10orf55 TSPAN15 NODAL"
142,9,0.5014,18.05,471.8,0.03555,0.999853,"UCK2 CREG1 C1orf110 IER5 B4GALT3 FCGR2B TMCO1 MPC2 HSPA6"
143,59,0.5018,858.6,3102,0.2105,1.00000,"EFCAB5 FLOT2 CCL7 FAM222B LGALS9 LRRC37B ABHD15 ADAP2 ALDOC C17orf75 CCL1 SLFN5 SEBOX ANKRD13B RAB34 RDM1 OMG CCL2 SDF2 TMEM97 VTN EVI2A RAB11FIP4 CORO6 CRLF3 DHRS13 GIT1 MYO18A NEK8 NOS2 PIPOX PROCA1 SLC13A2 TAOK1 TBC1D29 TLCD1 TMIGD1 TP53I13 TRAF4 UNC119 NLK TMEM132E SEZ6 FOXN1 CRYBA1 SPAG5 TNFAIP1 COPRS GAS2L2 KSR1 CCL13 FNDC8 LYRM9 PIGS TIAF1 UNC45B EVI2B GOSR1 RHOT1"
144,54,0.4676,669.1,2873,0.1833,1.00000,"LAMA3 KATNAL2 KIAA1328 SLC14A2 OSBPL1A PSTPIP2 RIOK3 DSG3 CABYR DSC1 DSG1 SLC25A52 TTR AQP4 RIT2 C18orf8 TTC39C TAF4B RNF138 ABHD3 ANKRD29 B4GALT6 C18orf32 CABLES1 CELF4 CHST9 CTIF DSG4 DTNA GALNT1 HRH4 IMPACT KLHL14 MAPRE2 MEP1B MOCOS PSMA8 RAB27B SYT4 TCEB3CL TMEM241 TPGS2 ZBTB7C ZNF396 ZNF521 ZSCAN30 FHOD3 ST8SIA5 ELAC1 GATA6 GAREM SMAD2 ZNF397 LOXHD1"
145,71,0.4560,1133,2656,0.2883,0.987320,"CMBL FBXO4 CCDC152 CAPSL GOLPH3 DAB2 DAP CDH6 GDNF CTNND2 RANBP3L AGXT2 LMBRD2 NIM1K C5orf22 CARD6 C6 OXCT1 PTGER4 C7 C9 NNT AMACR EGFLAM TTC23L ANKRD33B UGT3A1 PRLR PRDM9 HCN1 SPEF2 TTC33 CDH10 C1QTNF3 NADK2 ADAMTS12 MTMR12 PLCXD3 CCL28 ANXA2R C5orf28 C5orf51 FAM105A FBXL7 MROH2B NPR3 OSMR PAPD7 RAI14 RXFP3 SEPP1 SLC1A3 SLC45A2 DNAH5 FAM173B UBE2QL1 C5orf34 FGF10 C5orf42 IL7R BASP1 GHR FYB CDH9 EXOC3 ICE1 PDZD2 PRKAA1 UGT3A2 CDH12 ZFR"
146,16,0.5329,63.95,322.5,0.1528,0.999993,"MLLT10 JADE2 DOT1L MEAF6 ING5 EZH2 SUZ12 KAT6A SIAH1 PSIP1 ASH1L BRPF1 KMT2A MEN1 MLLT1 EED"
147,7,0.5007,10.51,372.8,0.02646,0.999299,"CKS2 ALDH1A1 ABHD17B CEP78 TMC1 FOXM1 CDC25B"
148,6,0.5065,7.598,324.7,0.02207,0.998474,"MGAT1 HSBP1 ZBTB9 YIPF3 KCNK5 TNXB"
149,23,0.5010,126.8,1381,0.08156,1.00000,"ELANE SGTA APC2 ATP8B3 KISS1R PCSK4 PLK5 SCAMP4 REEP6 EFNA2 ZNF554 MOB3A MPND C19orf10 GRIN3B UQCR11 DIRAS1 SEMA6B ZNF77 C19orf26 LPPR3 GAMT CSNK1G2"
150,33,0.5021,265.1,2282,0.1015,1.00000,"ARHGAP8 C22orf46 CHKB FBLN1 KLHDC7B LMF2 MAPK11 MKL1 PHF21B PKDREJ SELO SEPT3 SMDT1 SULT4A1 TRMU WBP2NL MLC1 HDAC10 ADM2 SYCE3 MEI1 CPT1B TYMP CERK MIOX PPP6R2 RABL2B LDOC1L EFCAB6 ACR BIK CRELD2 ARSA"
151,5,0.5057,5.057,266.8,0.01794,0.996692,"C5orf20 TOP2B EDEM1 NEK10 CCNF"
