Cluster,Size,Density,Internal weight,External weight,Quality,P-value,Members
23,149,0.3251,3584,6759,0.3368,0.332042,"HKR1 C19orf47 GMFG TIMM50 CNTD2 ATP1A3 LRFN3 TTC9B DPY19L3 DLL3 SELV HPN CD22 CLIP3 ZNF569 ZNF382 SCGB2B2 ZNF30 FXYD5 MAP4K1 PAPL RGS9BP LGALS13 ANKRD27 CATSPERG NUDT19 FFAR1 FCGBP U2AF1L4 CLC SLC7A9 FXYD7 HSPB6 ZNF585B CAPNS1 FXYD3 PRODH2 ZNF420 FXYD1 PLEKHG2 ZFP36 ZFP14 ZNF790 MAP3K10 FAM187B DYRK1B PRX LSR SDHAF1 APLP1 YIF1B CEP89 PPP1R14A SPRED3 ZNF567 SYNE4 CHST8 PLD3 NCCRP1 WDR88 IFNL2 RINL NPHS1 ZNF461 PEPD ZNF527 VSTM2B ZNF568 ZNF540 TDRD12 ZFP30 HCST LRFN1 GGN ZBTB32 WDR62 MIA ZNF571 SIPA1L3 CCER2 CEBPG ZNF345 LGALS14 LGI4 SIRT2 TYROBP UPK1A ZNF302 GAPDHS LRP3 FAM98C C19orf33 FBXO27 SBSN C19orf12 EID2B GRAMD1A ZNF507 RYR1 IFNL3 ZNF546 WDR87 ZNF607 ZNF536 ETV2 CCNE1 LGALS4 TMEM147 ZNF780B ZNF570 FFAR3 MAG ZNF573 DPF1 KRTDAP ALKBH6 ARHGAP33 FFAR2 IGFLR1 KMT2B NFKBID PLEKHF1 THAP8 ZNF599 IFNL1 RASGRP4 EID2 KCNK6 SLC7A10 KIRREL2 TSHZ3 ZNF829 SERTAD1 ZNF181 ZFP82 LIN37 ZNF793 KCTD15 ZNF383 C19orf40 COX6B1 DMKN LGALS7B SCN1B USF2 ZNF566 ZNF792 ATP4A LSM14A"
24,7,0.9904,20.80,107.9,0.1457,0.999299,"UBE2H YPEL5 GID8 RANBP9 RMND5A WDR26 MAEA"
25,112,0.3454,2147,4729,0.3024,0.977532,"CASQ2 CD58 NTNG1 AP4B1 KCNA10 GSTM3 TRIM45 AMPD2 PALMD C1orf162 KCNA3 RSBN1 SYT6 ZNF697 AKNAD1 CELSR2 CHIA EPS8L3 FAM19A3 FRRS1 MOV10 PSRC1 RWDD3 SLC6A17 ST7L PPM1J SORT1 VAV3 GSTM4 LRIG2 TSHB WNT2B RHOC BCL2L15 AGL ATXN7L2 CSF1 NRBF2 GNAT2 TMEM167B WDR47 FAM46C PTPN22 GNAI3 MAGI3 DENND2C MYBPHL OLFML3 FNDC7 TBX15 VCAM1 C1orf194 HIPK1 MAB21L3 HENMT1 KCNC4 HMGCS2 TSPAN2 SIKE1 LRIF1 SNX7 AMPD1 SPAG17 GSTM2 CAPZA1 GPR61 CYB561D1 PHTF1 SYPL2 PIFO CD101 DRAM2 ADAM30 C1orf137 GPSM2 GSTM5 HAO2 HSD3B1 HSD3B2 NGF REG4 SLC22A15 SLC25A24 UBL4B VTCN1 CHI3L2 OVGP1 DBT CDC14A ADORA3 RAP1A CD2 DENND2D AMIGO1 AMY1A AMY2B CD53 EXTL2 KCND3 PROK1 SLC16A4 VANGL1 FAM212B LRRC39 PNRC2 KCNA2 PHGDH ALX3 AMY2A NBPF6 SYCP1 PTGFRN"
26,24,0.3620,99.92,687.0,0.1197,1.00000,"KARS GINS3 AARS CENPT CIAPIN1 CIRH1A GINS2 NIP7 NUDT21 POLR2C SF3B3 SLC7A6OS TANGO6 TERF2 ORC6 CDT1 CFDP1 ZC3H18 NUP93 VPS4B EXOSC6 BANP DHX38 ATP6V0D1"
27,165,0.2469,3340,6227,0.3375,0.465974,"TM9SF4 TTLL9 DDX27 ADNP COMMD7 PLTP ADA LBP C20orf173 SEMG2 AAR2 ASIP BPIFB6 CCM2L CPNE1 DLGAP4 DNMT3B DUSP15 FAM83C FOXS1 HCK ITCH KCNS1 MYH7B MYLK2 NNAT PHF20 PI3 PLCG1 RBPJL SAMHD1 SLC13A3 SOGA1 TP53INP2 XKR7 ZNF341 GTSF1L ZNFX1 RIMS4 PTGIS BPIFA2 OCSTAMP DEFB116 NCOA6 ERGIC3 SPATA25 GDAP1L1 WFDC3 C20orf144 TOMM34 PLAGL2 PXMP4 SLC12A5 PABPC1L CBFA2T2 CHD6 SLC35C2 ZSWIM1 CDK5RAP1 NECAB3 TGM2 ADIG BLCAP MMP9 ASXL1 DEFB124 WFDC6 CEP250 BPI HM13 ACTL10 WFDC8 RNF114 BPIFB3 BPIFB4 JPH2 EPPIN FAM65C PIGT R3HDML SDC4 SERINC3 SUN5 WISP2 NDRG3 KIF3B SPATA2 SLC2A10 MAP1LC3A SPAG4 BPIFB1 OSER1 POFUT1 WFDC2 WFDC5 TNNC2 BPIFA1 BPIFB2 GHRH SNTA1 VSTM2L WFDC9 IFT52 BPIFA3 CDH22 CNBD2 DEFB118 EPB41L1 GGT7 ID1 KIAA1755 MAFB MAPRE1 MYL9 PCIF1 PKIG PPP1R16B RALY SCAND1 SLA2 SLC32A1 SLPI SPINT3 SPINT4 TLDC2 TOX2 WFDC10A WFDC10B WFDC11 YWHAB ZHX3 ZSWIM3 PREX1 COX4I2 ZFP64 PROCR WFDC13 DEFB115 C20orf24 EDEM2 KCNK15 BCAS4 CEBPB KCNB1 SNAI1 TGIF2 RBL1 NOL4L TP53TG5 CD40 E2F1 CTSA GDF5 DEFB121 SGK2 MMP24 REM1 WFDC12 SRSF6 PIGU STK4 DEFB119 SRC TRPC4AP DEFB123"
28,46,0.3449,356.9,1879,0.1533,1.00000,"EPHA6 MINA CD47 CLDND1 MYH15 SENP7 OR5K3 TAGLN3 TBC1D23 NIT2 OR5K4 SLC35A5 ARL6 ARL13B DZIP3 IMPG2 NXPE3 ZPLD1 DCBLD2 CD200R1 GPR15 IFT57 RETNLB ST3GAL6 OR5H14 OR5K1 OR5H15 COL8A1 PROS1 OR5H2 TMEM45A ALCAM PCNP OR5H6 OR5AC2 FILIP1L BTLA CDV3 CPOX OR5H1 GPR128 STX19 BBX NSUN3 LNP1 CEP97"
29,147,0.1716,1841,7025,0.2010,1.00000,"A1BG C19orf18 CDC42EP5 CGB2 COX6B2 DHDH DNAAF3 FPR3 HSD17B14 ISOC2 SHISA7 SIGLEC10 SLC27A5 SMIM17 SYNGR4 TSKS VSIG10L ZBTB45 ZNF132 ZNF135 ZNF175 ZNF256 ZNF324 ZNF324B ZNF350 ZNF418 ZNF460 ZNF497 ZNF550 ZNF615 ZNF667 ZNF749 ZNF805 ZNF880 ZSCAN18 ZSCAN5A LENG9 ZNF649 ZNF154 AURKC PPP6R1 PRKCG ERVV-2 ZNF543 ZNF701 LILRA4 FCAR RDH13 KIR2DL3 ZNF432 SIGLEC12 LAIR2 ZNF865 ZNF71 NLRP12 ZNF524 ZNF579 SSC5D ZNF610 ZNF773 FUZ LILRA2 EPN1 NLRP4 GPR32 FPR1 TARM1 LILRA1 SPIB LILRB2 LAIR1 MYBPC2 PPP1R12C TMEM238 ZNF784 ZNF534 IL11 LIM2 LILRA5 NLRP2 HSPBP1 PEG3 NLRP5 KLK12 EMC10 FAM71E1 KLK6 NLRP9 ZNF587 VN1R4 ZNF548 ZNF28 ZNF766 KLK2 ZNF552 SIGLEC9 ZNF616 ZNF835 DPRX ZNF665 ZNF814 ZNF530 PTPRH SIGLEC8 ZNF528 NLRP7 NLRP11 TMEM150B NAPSA ASPDH KIR2DL4 SIGLECL1 ZFP28 ZNF211 VSTM1 LILRB5 SIGLEC5 ZNF581 ZNF264 ZNF320 KLK3 ZNF606 RFPL4A TNNI3 NLRP13 ZNF416 ZNF816 LILRB4 BRSK1 KIR3DL1 ZNF415 ZSCAN1 ZIM3 ZNF417 ZNF787 ZNF160 ZNF813 ZNF304 ZNF772 KLK11 ZNF765 ZNF584 ZNF329 ZSCAN5B VN1R1 KIR2DL1 GP6"
30,176,0.1677,2583,7173,0.2555,1.00000,"S100A8 RIIAD1 CLK2 ETV3L RXFP4 DCST2 CGN SLAMF6 C2CD4D HCN3 SLAMF1 LRRC71 CCDC19 OR6N2 LIX1L LYSMD1 MTMR11 S100A16 THEM5 ITLN1 BGLAP C1orf61 GPATCH4 OR10R2 OR6K6 IL6R TMOD4 LRRC52 AIM2 CTSK PRUNE S100A10 SELENBP1 PEX11B XCL1 FCRL4 APOA1BP SLC27A3 FCGR3A MPZ SELP UBQLN4 HIST2H2AB AQP10 FMO2 PIAS3 CD1D KRTCAP2 DENND4B APOA2 CD5L FCRL3 S100A9 SH2D1B THBS3 TRIM46 OR10J5 S100A12 KCNJ10 ACP6 ANKRD35 ANP32E ANXA9 APCS BNIPL CD1C CDC42SE1 CIART CRNN DCST1 FAM63A FLG2 FMO5 GJA5 GOLPH3L HFE2 HIST2H2BE HIST2H4B LCE6A MLLT11 OTUD7B PRKAB2 RFX5 S100A2 S100A4 SHE SV2A TDRKH TNFAIP8L2 ZNF687 NES PGLYRP3 ITLN2 VANGL2 SEMA4A MTX1 RUSC1 C1orf43 C1orf192 OR10X1 USF1 MUC1 SPRR2E PKLR ADAM15 ADAMTS4 B4GALT3 CA14 EFNA4 FAM72B FCGR2A HAPLN2 RRNAD1 SCAMP3 TSACC TSTD1 TTC24 ADAMTSL4 DPT ARHGAP30 RXRG DEDD FCGR2B INSRR NR1I3 NTRK1 PVRL4 SLC50A1 C1orf54 ECM1 GABPB2 OAZ3 PAQR6 PBXIP1 PEAR1 RORC S100A1 S100A6 SLC25A44 TMEM79 YY1AP1 ATP8B2 ETV3 SLAMF7 MNDA CD1B HSPA6 GBA FAM189B HDGF CD244 CELF3 CADM3 OR10K1 C1orf56 ATP1A2 SCNM1 USP21 MEX3A NPR1 IGSF9 FCRLA SLAMF8 PRR9 RAB25 CD1E FCER1G OR10T2 UBE2Q1 FCRL5 RIT1 SYT11 ARHGEF11 LCE3E FCRL1 PYGO2"
31,86,0.2003,732.2,5349,0.1171,1.00000,"PPIB SH2D7 FAM219B CIB2 IGDCC3 VIMP RCCD1 ITGA11 CHRNB4 UACA ISLR CT62 THAP10 DAPK2 MYZAP KIF7 PARP6 PLIN1 DIS3L THSD4 ISG20 ARPIN HAPLN3 C15orf27 NEIL1 HDDC3 CYP11A1 ANKRD34C CPEB1 TMED3 TTC23 PML AP3S2 CSNK1G1 KLHL25 HOMER2 CYP1A2 ANPEP SEMA7A HCN4 LMAN1L MAN2C1 STOML1 CSPG4 MEGF11 CD276 PDE8A ANKDD1A BBS4 RASL12 ETFA LOXL1 PLEKHO2 SH3GL3 SNX22 CELF6 FES CORO2B CTSH ADAMTS7 C15orf39 C15orf59 CALML4 CYP1A1 FBXO22 GOLGA6B GOLGA6L10 PEX11A SCAMP2 SKOR1 FSD2 LINGO1 STRA6 GRAMD2 FBXL22 GDPGP1 SLC24A1 HDGFRP3 CRABP1 ARNT2 REC114 AP3B2 NR2F2 HYKK GOLGA6D SENP8"
32,17,0.5526,75.15,376.2,0.1548,0.999996,"AAAS CDCA3 KPNA2 NDC1 NUP153 NUP188 NUP35 NUP37 NUP43 NUP50 POM121C TARDBP POM121 TMEM201 AHCTF1 NUP133 NUP160"
33,9,0.4479,16.12,112.2,0.1102,0.999853,"DYRK1A CDK6 CCND1 CDK4 AMBRA1 CCND3 CDKN2C RB1 CCND2"
34,161,0.1971,2539,6406,0.2739,1.00000,"SERPINE1 RSBN1L CCDC132 NAT16 PLOD3 ACTL6B POM121C ORAI2 CLDN3 PON1 TRIP6 FGL2 TRIM74 TYW1 CLIP2 GNAT3 DLX6 ZKSCAN1 AZGP1 C7orf63 CYP3A43 CYP51A1 FAM185A FBXO24 GNAI1 KCTD7 LAMB1 PCOLCE SAMD9 TBL2 ZNF804B STX1A CCDC146 CD36 CLDN15 MBLAC1 MUC12 SRI ADAM22 PCLO GJC3 SSC4D CUX1 ARPC1B POM121 MOSPD3 ZSCAN25 ABHD11 AP1S1 ASL BAZ1B CLDN4 CYP3A5 FKBP6 FZD9 GAL3ST4 GATAD1 GATS GSAP GTF2IRD2 GUSB HIP1 MLXIPL NCF1 NSUN5 PHTF2 SEMA3E SLC12A9 TRIM50 TSC22D4 UPK3B WBSCR16 WBSCR17 ZP3 LAT2 C7orf61 SAMD9L SMURF1 PMS2 GTF2IRD1 CACNA2D1 FBXL13 IMMP2L VKORC1L1 AGFG2 DNAJC30 GRM3 VPS37D AP4M1 BAIAP2L1 C7orf43 CDHR3 FAM200A IFT22 MOGAT3 PON3 SAP25 CALN1 NYAP1 ANKIB1 FZD1 KPNA7 LRRC17 ZNF394 ZNF679 TMEM243 LRWD1 STEAP2 ALKBH4 CNPY4 CYP3A7 GIGYF1 OCM2 PON2 PVRIG SLC26A5 TECPR1 THAP5 TMEM248 WBSCR28 ZNF789 ELN TPST1 RABGEF1 CCL24 BHLHA15 SPDYE2 TMEM130 UFSP1 ZSCAN21 RELN ERV3-1 GPC2 SPDYE1 OR2AE1 RASA4 UPK3BL ZCWPW1 HEPACAM2 LRCH4 EPO PILRA PILRB VGF ZKSCAN5 ZNF655 POR GATSL2 RASA4B ARMC10 ZNF3 ZNF92 ZNF736 TRIM73 EIF4H MAGI2 CCL26 ZNF273 ZNF479 ZNF727P ZNF138"
35,45,0.2159,213.8,1583,0.1133,1.00000,"GPRIN1 GFPT2 OR2V2 SQSTM1 BOD1 RGS14 B4GALT7 BTNL8 CBY3 DOK3 GRM6 RASGEF1C UNC5A NSD1 UIMC1 ZNF879 EIF4E1B CLK4 PRR7 FLT4 ZNF346 C5orf45 HMP19 PHYKPL TRIM52 MXD3 LTC4S FAM153B C5orf47 SLC34A1 RUFY1 RNF44 MGAT4B SFXN1 RAB24 TRIM41 CREBRF CLTB NKX2-5 CANX DRD1 TSPAN17 ZNF454 FGFR4 CNOT6"
36,95,0.1980,884.1,4626,0.1551,1.00000,"SGCA ARL17A HOXB5 BCAS3 HOXB7 ACE C17orf58 CSHL1 EFCAB3 MBTD1 PLEKHM1 PNPO STRADA SAMD14 WFIKKN2 DLX3 ADAM11 CALCOCO2 CUEDC1 OSBPL7 XYLT2 ACSF2 CCDC182 MRC2 MYCBPAP SKAP1 CSH2 PCTP PDK2 RNFT1 RPS6KB1 TBX2 KIF2B LIMD2 PRR29 SLC16A6 TEX2 YPEL2 EPX ABCC3 B4GALNT2 GDPD1 LPO LRRC46 NGFR PRR15L SCPEP1 STH MPO SPATA20 SP6 TBX21 HOXB1 NXPH3 HOXB6 MYL4 CHAD HOXB9 SNX11 CACNA1G C17orf67 CYB561 FMNL1 MAP3K3 MKS1 MTMR4 NME1 OR4D1 PRAC1 RSAD1 C17orf82 ICAM2 KCNH6 MAPT OR4D2 SEPT4 SPAG9 ANKFN1 ANKRD40 CA10 HSF5 RNF43 SCRN2 ZNF652 TEX14 TBKBP1 PPM1E ATP5G1 FAM117A BZRAP1 NME2 SMG8 DGKE IGF2BP1 COIL"
37,75,0.2209,612.9,3158,0.1563,1.00000,"HHIPL1 TECPR2 CRIP1 ASPG SERPINA11 CCDC88C C14orf79 CRIP2 GOLGA5 TSHR ATXN3 INF2 AMN APOPT1 EVL FBLN5 KIF26A TDP1 UNC79 BDKRB1 BTBD6 TEX22 TC2N C14orf177 SERPINA3 ADSSL1 RPS6KA5 TCL1A ZC3H14 CEP170B BAG5 SETD3 EXOC3L4 BEGAIN CYP46A1 IFI27 EML5 RD3L TDRD9 PPP1R13B SERPINA4 ZBTB42 MOK SLC24A4 SPATA7 KLC1 C14orf159 MTA1 ANKRD9 BCL11B SERPINA1 SERPINA12 FAM181A PRIMA1 C14orf142 PPP4R4 TTC7B SLC25A29 AKT1 CDC42BPB EML1 JAG2 NUDT14 PACS2 PLD4 RIN3 TMEM121 SLC25A47 DIO3 AK7 UBR7 GPR68 DLK1 CDCA4 SMEK1"
38,170,0.2125,3052,6697,0.3025,0.993750,"STC1 LEPROTL1 KIAA1456 PRSS55 PIWIL2 LONRF1 MSR1 SFTPC NAT1 ANK1 HTRA4 SLC18A1 PHYHIP DEFB136 CTSB KIF13B ERLIN2 RNF5 RNF122 XPO7 TACC1 DMTN ADAM2 ADAM32 KCNU1 BNIP3L IDO1 PNMA2 SORBS3 DDHD2 POMK PPAPDC1B FUT10 KBTBD11 SCARA5 EGR3 ADRB3 DEFB1 SGCZ SMIM18 DEFB104A RNF170 DEFA4 FGF17 USP17L2 ENTPD4 MTUS1 NKX3-1 PLAT POLB BMP1 CHRNA2 PTK2B SCARA3 FBXO16 C8orf4 EBF2 FZD3 SARAF AP3M2 PPP3CC ZNF596 ARHGEF10 DOK2 BIN3 STMN4 DEFA5 EPHX2 SLC20A2 FAM167A NEIL2 MTMR7 GOT1L1 SH2D4A ADAM9 TNFRSF10A DEFB134 LETM2 FAM160B2 NPM2 PNOC SLC7A2 MYOM2 CHRNA6 ADAM18 CCDC25 FGF20 GFRA2 PEBP4 PROSC SFRP1 STAR VDAC3 ZMAT4 DEFB103B ADAM28 CHRNB3 DKK4 DUSP26 EIF4EBP1 EXTL3 FGFR1 GPR124 HGSNAT HMBOX1 HOOK3 IKBKB LSM1 NKX6-3 PURG SMIM19 TEX15 TNFRSF10D FAM90A1 ADAM7 ADAMDEC1 ADRA1A C8orf58 CCAR2 CDCA2 CSGALNACT1 DEFB105A DEFB106A DEFB4A DPYSL2 LOXL2 MSRA NRG1 PBK PDGFRL PDLIM2 PRR23D2 PSD3 RBPMS RHOBTB2 SGK223 SPAG11B TNFRSF10B TNFRSF10C ZDHHC2 BLK ZNF395 CLU ERI1 FGL1 LZTS1 NUGGC C8orf48 HR NAT2 SLC39A14 GATA4 LGI3 SLC35G5 GSR C8orf74 KAT6A CLDN23 DEFA1 DEFB4B DEFB107B SOX7 PPP1R3B TM2D2 ASAH1 XKR6 ZNF705B KCTD9 DEFB135 DEFB108B"
39,133,0.1829,1605,6991,0.1811,1.00000,"IQCC EVA1B ZBTB8A ZMYND12 ZNF362 FAAH KDF1 KNCN TESK2 MPL TXLNA PODN CITED4 B4GALT2 HECTD3 C1orf123 PEF1 CCDC30 HPDL DNALI1 FAM76A EXO5 SMIM12 PTCH2 ERMAP MFSD2A GPR3 CC2D1B EDN2 RAD54L ZFP69 S100PBP BSDC1 TRIM62 DCDC2B HIVEP3 HEYL FAM229A PTPRF LAPTM5 GJA4 AKIRIN1 TSPAN1 RIMS3 SH3D21 ZSCAN20 FNDC5 KIAA0319L COL9A2 CYP4X1 PPT1 SMAP2 GJB4 WDR65 C1orf228 CCDC28B CPT2 GJB3 FOXE3 CCDC17 MYCBP CSMD2 GJB5 GUCA2B OSCP1 RSPO1 SZT2 FAM167B LEPRE1 LURAP1 C1orf50 INPP5B C1orf177 TMEM234 AGO4 SLC6A9 ST3GAL3 PDZK1IP1 ZFP69B MAP7D1 SLC1A7 ZMYM6 HYI ADPRHL2 AGO3 TMEM125 FABP3 ATPIF1 PCSK9 KCNQ4 AZIN2 RAB3B CSF3R AGO1 BEST4 HPCA HPCAL4 NKAIN1 TSSK3 FAM183A ZYG11B RHBDL2 SLC5A9 TMEM61 RIMKLA COL8A2 MUTYH SLFNL1 TCTEX1D4 TEKT2 ZMYM1 ZNF684 BSND EXTL1 ZBTB8B AKR1A1 GJA9 LCK THEMIS2 ZNF691 BMP8B PTAFR TMEM39B DIRAS3 SCMH1 GPX7 TMEM53 KLF17 TIE1 CDCP2 LDLRAD1 DLGAP3 CLDN19"
40,49,0.4331,509.3,2499,0.1640,1.00000,"AATK ASPSCR1 BAIAP2 ENTHD2 FAM195B P4HB ST6GALNAC2 ZNF750 SLC38A10 RNF213 ACTG1 C17orf62 C17orf70 CCDC137 DCXR DUS1L FSCN2 GCGR HEXDC LRRC45 MAFG MYADML2 NARF NPB OGFOD3 OXLD1 PPP1R27 PYCR1 RAB40B RAC3 RBFOX3 RFNG SECTM1 SLC16A3 SLC25A10 TEX19 TMEM105 UTS2R STRA13 ARL16 PDE6G FN3KRP ARHGDIA METRNL CD7 WDR45B CSNK1D FOXK2 B3GNTL1"
41,114,0.2466,1588,4445,0.2536,1.00000,"DEFB125 RBBP9 SLC23A2 PYGB BFSP1 CST9L PROKR2 RIN2 TGM3 ATRN DTD1 CSTL1 RALGAPA2 SNAP25 PLCB1 FLRT3 HSPA12B SEL1L2 RNF24 BMP2 MKKS UBOX5 ABHD12 ACSS1 APMAP C20orf26 CD93 CPXM1 CST1 CST11 CST2 CST3 CST4 CST7 CST8 CST9 FOXA2 GGTLC1 KIF16B MGME1 NANP NAPB NINL PCSK2 RASSF2 RRBP1 SIGLEC1 THBD ZNF337 SMOX SPEF1 OXT PCED1A SNX5 IDH3B C20orf27 MACROD2 PLCB4 SCP2D1 OTOR PTPRA GNRH2 INSM1 ENTPD6 SLX4IP NKX2-4 PRNP GFRA4 EBF4 SDCBP2 TMC2 PAX1 ADAM33 BANF2 C20orf141 C20orf78 CST5 DZANK1 GZF1 HAO1 NKX2-2 SLC24A3 SLC4A11 SYNDIG1 ZNF133 LAMP5 CDC25B GPCPD1 PDYN SCRT2 ADRA1D AP5S1 AVP C20orf194 CENPB ITPA LZTS3 MAVS PRND RSPO4 SIRPG SPTLC3 TMEM239 TRMT6 C20orf202 SSTR4 ANKEF1 DDRGK1 PAK7 CSRP2BP SIRPB2 SIRPB1 SLC52A3 RAD21L1"
42,107,0.1842,1044,5310,0.1590,1.00000,"SOCS4 GNG2 MAPK1IP1L RDH11 DPF3 C14orf1 SYNDIG1L VIPAS39 ACYP1 ACOT6 GALNT16 NOXRED1 MLH3 C14orf182 ZFYVE1 JKAMP TMEM229B SMOC1 CDKL1 LRRC74A SLC10A1 RAB15 ACOT4 ABCD4 ACOT1 ALDH6A1 AREL1 ARG2 CCDC175 CCDC176 CGRRF1 DNAL1 FBXO34 HEATR4 LTBP2 MAP3K9 PGF PPP2R5E PTGER2 SGPP1 SLC8A3 SPTB SYNE2 TBPL2 TMEM63C ZC2HC1C ZNF410 MGAT2 ABHD12B ATL1 C14orf183 CHURC1 EXD2 GMFB ISM2 KIAA0586 L3HYPDH NIN PCNX PELI2 PLEK2 PTGDR PYGL RHOJ SIX6 SOS2 TXNDC16 VCPKMT SIPA1L1 KLHDC1 RPS6KL1 RTN1 NID2 GPX2 ZBTB25 CIPC PLEKHD1 DACT1 PLEKHH1 VRTN ZFYVE26 KCNH5 DIO2 NUMB PROX2 RDH12 TMED8 TTLL5 VASH1 ACTN1 ESR2 PRKCH SAMD15 FBXO33 ADAM20 DNAAF2 ADAM21 TGFB3 RHOQ C14orf37 RGS6 DCAF5 GPR137C FLVCR2 SLC38A6 BMP4 ZBTB1"
43,200,0.2010,4001,7419,0.3385,0.373326,"SLC25A11 PLD2 BCL6B CHD3 TMEM256 PMP22 ZSWIM7 SLC16A13 ASGR2 RAI1 ALOX12B DHRS7B PEMT GGT6 SAT2 SLC47A2 NT5M NTN1 OVCA2 ADORA2B CCDC42 LLGL1 KCNJ12 ZNF287 TMEM95 ULK2 SLC52A1 TNK1 SOX15 AIPL1 ATP1B2 NEURL4 NLRP1 CAMKK1 DRG2 FAM64A RNF222 KRT16 ARHGEF15 ATPAF2 GABARAP TTC19 EVPLL PITPNM3 KRBA2 SMYD4 SHISA6 ACAP1 GID4 C17orf107 FOXO3 HS3ST3A1 PIK3R5 USP43 HS3ST3B1 TXNDC17 INCA1 STX8 KCTD11 DNAH9 MYH10 TRIM16L ARHGAP44 ARRB2 CAMTA2 CHRNE OR1A2 P2RX5 TMEM88 XAF1 ZNF232 ZNF594 TMEM11 ENO3 VAMP2 PLD6 PLSCR3 ALOX15 ACADVL ALOXE3 ANKFY1 C17orf49 CD68 CDRT1 CHRNB1 CLEC10A DNAH2 DVL2 EFNB3 FXR2 HES7 MFSD6L MINK1 PER1 RCVRN SHBG SLC2A4 SPAG7 SPEM1 SPNS2 TNFSF12 WSCD1 ZBTB4 ZZEF1 ALDH3A1 ASPA C17orf74 CDRT15L2 GUCY2D KIF1C LRRC48 MYH3 NAA38 NDEL1 NLGN2 ODF4 OR1D5 OR3A1 P2RX1 SLC16A11 SMCR8 SPNS3 TMEM107 TNFRSF13B VMO1 MED31 SHMT1 ALOX15B TRPV2 PIRT GP1BA MAPK7 ZNF18 SLC25A35 DHRS7C MYH1 RANGRF SCIMP TNFSF13 USP22 TMEM102 MYO15A MIEF2 MYH2 WDR16 CENPV TVP23B CTNS SLC5A10 RASD1 CDRT15 ATP2A3 TEKT1 WRAP53 CYB5D2 KIAA0753 ALDH3A2 CCDC144A CCDC144NL LRRC75A MFAP4 NCOR1 RABEP1 SLC47A1 TRIM16 TVP23C ZFP3 FAM83G USP6 TOM1L2 ZNF624 OR1G1 FBXO39 GLP2R HIC1 MYH4 OR3A3 SLC13A5 SMTNL2 TRPV3 AKAP10 ALKBH5 TMEM220 FBXW10 C17orf51 GAS7 GRAP MTRNR2L1 MYH8 PRPSAP2 SPECC1 TBC1D28 TEKT3 UBB CNTROB C17orf59 SERPINF2 OR1A1 MYOCD TM4SF5"
44,7,0.5752,12.08,110.3,0.08856,0.999308,"RAD1 RNASEH2C RAD9A RAD17 HUS1 RNASEH2A RNASEH2B"
45,14,0.2050,18.66,590.0,0.02930,0.999997,"ANKRD13D C14orf39 KBTBD8 SULT6B1 ATXN1 SLC26A2 ARHGDIB LRTOMT SLC30A6 MAEL HRC SMCO3 CABP1 CD1A"
46,136,0.1937,1779,6635,0.2048,1.00000,"TNNC1 NCKIPSD ABHD5 LSMEM2 ALS2CL APPL1 EIF4E3 TMIE ACY1 C3orf18 CACNA2D2 CYP8B1 FAM107A ZNF654 BSN CACNA1D LRRC2 SLC26A6 SLC6A20 VILL DNAH1 ARIH2OS PHF7 SCN11A IQCF1 NT5DC2 TMF1 ANO10 RNF123 C3orf84 NAT6 SLC25A20 LAMB2 ABHD14A ACOX2 CAMKV CCR8 CDHR4 CELSR3 COL7A1 DALRD3 FLNB FYCO1 GLYCTK GNAT1 IQCF3 ITIH1 ITIH3 LMOD3 MAGI1 MUSTN1 MYL3 NISCH PCBP4 PFKFB4 SEMA3G SPATA12 SPCS1 SPINK8 TLR9 TMEM110 UBA7 USP19 WDR6 ZMYND10 ABHD14B ABHD6 C3orf62 CAMP CCDC71 DAG1 ITIH4 KLHDC8B NEK4 SYNPR KIAA1143 CISH CCR5 IQCF5 LZTFL1 MAPKAPK3 TMEM115 TRANK1 USP4 XCR1 APEH ARHGEF3 CCR9 CCRL2 CYB561D2 DOCK3 KCTD6 KLHL40 MST1R POMGNT2 STAB1 TUSC2 ZNF589 PRKAR2A HHATL P4HTM PRSS46 KIF9 IL17RB VIPR1 TMEM42 IQCF2 WNT5A ERC2 FAM212A GRM2 MANF SMIM4 ZBTB47 MAP4 PLXNB1 SCN10A CLEC3B HYAL1 PPM1M LTF ZNF621 CCR2 FAM198A GLT8D1 DUSP7 TOPAZ1 CCR3 CHDH CXCR6 ZNF502 MYRIP FBXW12 CSPG5 PRSS50 CDC25A"
47,15,0.3310,34.76,267.8,0.1045,0.999998,"RAF1 NRAS RCE1 NF1 RRAS2 GAB1 PRKAR1A EGFR MAPK1 SHOC2 KRAS GRB2 PTPN11 SPRED2 SOS1"
